s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"CRate";10;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":3};"DEF%";24;{"enchanted":false,"gvalue":4};"row_172";172;31478730764;0;0;"Inventory";"Inventory";false;91.07;"Rage";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";14;"-";24;"-";"-";"-";8;10;"Legend";91.07
"CRate";4;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"DEF%";26;{"enchanted":false,"gvalue":4};"SPD";9;{"enchanted":false,"gvalue":3};"row_173";173;31904300831;0;0;"Inventory";"Inventory";false;94.94;"Rage";3;6;12;"DEF flat";118;"HP%";5;0;18;"-";"-";"-";"-";26;"-";"-";"-";9;4;"Legend";94.94
"DEF%";16;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"";0;{};"row_174";174;37285829920;0;0;"Inventory";"Inventory";false;70.92;"Rage";3;6;9;"DEF flat";94;"";0;0;"-";10;"-";"-";"-";16;"-";"-";"-";"-";9;"Hero";78.06
"DEF%";13;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"RES";21;{"enchanted":false,"gvalue":0};"";0;{};"row_175";175;37288415806;0;0;"Inventory";"Inventory";false;80.36;"Rage";3;6;9;"DEF flat";94;"SPD";6;0;21;"-";"-";"-";"-";13;"-";8;"-";"-";"-";"Hero";87.5
"RES";14;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":0};"HP flat";198;{"enchanted":false,"gvalue":0};"row_176";176;38222003509;0;0;"Inventory";"Inventory";false;65.28;"Rage";3;6;6;"DEF flat";70;"";0;0;14;"-";"-";6;"-";11;"-";"-";198;"-";"-";"Legend";79.56
"SPD";21;{"enchanted":false,"gvalue":5};"HP%";13;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":4};"HP flat";677;{"enchanted":true,"gvalue":260};"row_177";177;38419535199;0;0;"Inventory";"Inventory";false;88.59;"Rage";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";11;"-";13;677;21;"-";"Hero";88.59
"ACC";15;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"CRate";12;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_178";178;38545497573;0;0;"Inventory";"Inventory";false;86.56;"Rage";3;6;12;"DEF flat";118;"HP flat";276;0;"-";7;"-";15;"-";15;"-";"-";"-";"-";12;"Hero";86.56
"DEF%";12;{"enchanted":false,"gvalue":7};"HP flat";615;{"enchanted":false,"gvalue":282};"CRate";22;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":4};"row_179";179;37269537994;0;0;"Inventory";"Inventory";false;94.25;"Rage";3;6;12;"DEF flat";118;"SPD";5;0;"-";"-";"-";"-";"-";12;"-";11;615;"-";22;"Hero";94.25
"ACC";12;{"enchanted":false,"gvalue":0};"DEF%";22;{"enchanted":false,"gvalue":6};"HP%";19;{"enchanted":false,"gvalue":6};"CRate";10;{"enchanted":false,"gvalue":0};"row_180";180;37794061502;0;0;"Inventory";"Inventory";false;94.94;"Rage";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";12;"-";22;"-";19;"-";"-";10;"Legend";94.94
"SPD";12;{"enchanted":false,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_181";181;37569593838;0;0;"Inventory";"Inventory";false;67.47;"Rage";4;6;6;"HP%";29;"CDmg";4;0;15;"-";"-";"-";"-";"-";"-";"-";"-";12;"-";"Rare";81.76
"HP%";15;{"enchanted":false,"gvalue":3};"DEF%";22;{"enchanted":false,"gvalue":7};"ATK%";18;{"enchanted":true,"gvalue":7};"ATK flat";51;{"enchanted":false,"gvalue":14};"row_182";182;37566717610;0;0;"Inventory";"Inventory";false;96.57;"Rage";4;6;15;"CDmg";80;"HP flat";277;0;"-";"-";51;"-";18;22;"-";15;"-";"-";"-";"Legend";96.57
"DEF%";21;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"row_183";183;31864831005;0;0;"Inventory";"Inventory";false;68.62;"Rage";5;6;6;"HP flat";1080;"HP%";5;0;"-";6;"-";4;"-";21;"-";"-";"-";"-";"-";"Hero";82.91
"DEF flat";11;{"enchanted":false,"gvalue":0};"ATK%";27;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_184";184;37299352821;0;0;"Inventory";"Inventory";false;73.39;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";5;27;"-";11;"-";"-";"-";6;"Hero";73.39
"DEF%";7;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"ATK%";18;{"enchanted":false,"gvalue":0};"";0;{};"row_185";185;38333663622;0;0;"Inventory";"Inventory";false;76.53;"Rage";5;6;9;"HP flat";1440;"ACC";7;0;"-";12;"-";"-";18;7;"-";"-";"-";"-";"-";"Hero";83.67
"HP%";5;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"";0;{};"row_186";186;38518852929;0;0;"Inventory";"Inventory";false;69.26;"Rage";5;6;9;"HP flat";1440;"";0;0;"-";18;"-";"-";"-";"-";"-";5;"-";"-";9;"Hero";76.4
"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";17;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_187";187;23252520861;0;0;"Inventory";"Inventory";false;76.87;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";17;"-";14;"-";"-";"-";6;"-";"-";5;"Hero";76.87
"DEF%";20;{"enchanted":false,"gvalue":6};"CDmg";9;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":2};"ATK%";24;{"enchanted":false,"gvalue":5};"row_188";188;38546301335;0;0;"Inventory";"Inventory";false;93.71;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";9;"-";"-";24;20;"-";"-";"-";8;"-";"Legend";93.71
"DEF%";22;{"enchanted":false,"gvalue":7};"ACC";7;{"enchanted":false,"gvalue":0};"HP%";25;{"enchanted":false,"gvalue":5};"SPD";11;{"enchanted":true,"gvalue":3};"row_189";189;37269254022;0;0;"Inventory";"Inventory";false;97.02;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";7;"-";22;"-";25;"-";11;"-";"Hero";97.02
"CRate";6;{"enchanted":false,"gvalue":0};"ATK%";24;{"enchanted":false,"gvalue":4};"DEF%";6;{"enchanted":false,"gvalue":0};"DEF flat";11;{"enchanted":false,"gvalue":0};"row_190";190;23558447254;0;0;"Inventory";"Inventory";false;78.75;"Rage";5;6;12;"HP flat";1800;"RES";8;0;"-";"-";"-";"-";24;6;11;"-";"-";"-";6;"Rare";78.75
"DEF%";20;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"DEF flat";10;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_191";191;38075232285;0;0;"Inventory";"Inventory";false;73.55;"Rage";6;6;12;"ATK%";47;"";0;0;"-";5;"-";"-";"-";20;10;"-";"-";11;"-";"Hero";73.55
"SPD";19;{"enchanted":false,"gvalue":3};"ACC";7;{"enchanted":true,"gvalue":0};"HP flat";776;{"enchanted":false,"gvalue":244};"HP%";14;{"enchanted":false,"gvalue":7};"row_192";192;23252520862;0;0;"Inventory";"Inventory";false;84.47;"Rage";6;6;15;"DEF%";63;"";0;0;"-";"-";"-";7;"-";"-";"-";14;776;19;"-";"Hero";84.47
"DEF flat";15;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":2};"DEF%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_193";193;24292492309;0;0;"Inventory";"Inventory";false;73.51;"Rage";6;6;9;"ATK%";38;"ACC";8;0;"-";"-";"-";"-";"-";6;15;"-";"-";19;"-";"Rare";80.65
"CDmg";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"HP flat";156;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"row_194";194;31388373897;0;0;"Inventory";"Inventory";false;74.79;"Rage";6;6;12;"ATK%";47;"HP%";8;0;"-";10;"-";"-";"-";8;"-";"-";156;11;"-";"Rare";74.79
"ACC";7;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":4};"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"row_195";195;38221060819;0;0;"Inventory";"Inventory";false;92.69;"Rage";6;6;12;"ATK%";47;"HP%";5;0;"-";8;"-";7;"-";"-";"-";"-";"-";21;11;"Hero";92.69
"HP%";17;{"enchanted":false,"gvalue":5};"ATK flat";17;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":3};"HP flat";148;{"enchanted":false,"gvalue":0};"row_196";196;32147182238;0;0;"Inventory";"Inventory";false;83.31;"Rage";6;6;12;"DEF%";47;"RES";6;0;"-";"-";17;"-";"-";"-";"-";17;148;19;"-";"Hero";83.31
"CRate";16;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"row_197";197;23679806901;0;0;"Inventory";"Inventory";false;85.12;"Focus";1;6;12;"ATK flat";118;"HP%";6;0;8;"-";"-";15;5;"-";"-";"-";"-";"-";16;"Legend";85.12
"ACC";10;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":6};"RES";13;{"enchanted":false,"gvalue":0};"row_198";198;23726528925;0;0;"Inventory";"Inventory";false;91.54;"Focus";1;6;12;"ATK flat";118;"CDmg";6;0;13;"-";"-";10;"-";"-";"-";18;"-";"-";11;"Legend";91.54
"RES";18;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"HP flat";524;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"row_199";199;23739088329;0;0;"Inventory";"Inventory";false;74.93;"Focus";1;6;12;"ATK flat";118;"";0;0;18;"-";"-";"-";"-";"-";"-";15;524;4;"-";"Legend";74.93
"ATK%";20;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"row_200";200;36813561551;0;0;"Inventory";"Inventory";false;73.81;"Focus";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";8;20;"-";"-";"-";"-";11;"-";"Hero";80.95
"ATK%";13;{"enchanted":true,"gvalue":6};"CRate";17;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":3};"CDmg";5;{"enchanted":false,"gvalue":0};"row_201";201;36835127753;0;0;"Inventory";"Inventory";false;90.52;"Focus";1;6;12;"ATK flat";118;"";0;0;"-";5;"-";"-";13;"-";"-";"-";"-";15;17;"Hero";90.52
"HP%";14;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"row_202";202;36852188267;0;0;"Inventory";"Inventory";false;72.02;"Focus";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";4;"-";"-";"-";14;"-";9;8;"Legend";79.17
"HP%";19;{"enchanted":false,"gvalue":5};"ATK%";12;{"enchanted":false,"gvalue":6};"RES";22;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":true,"gvalue":4};"row_203";203;37206602720;0;0;"Inventory";"Inventory";false;102.08;"Focus";1;6;12;"ATK flat";118;"CDmg";7;0;22;"-";"-";"-";12;"-";"-";19;"-";10;"-";"Hero";102.08
"SPD";10;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"CRate";12;{"enchanted":false,"gvalue":0};"";0;{};"row_204";204;37371578964;0;0;"Inventory";"Inventory";false;77.98;"Focus";1;6;9;"ATK flat";94;"RES";4;0;"-";"-";"-";14;"-";"-";"-";"-";"-";10;12;"Hero";85.12
"ATK%";15;{"enchanted":false,"gvalue":0};"HP flat";282;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"";0;{};"row_205";205;37373172762;0;0;"Inventory";"Inventory";false;70.84;"Focus";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";"-";15;"-";"-";"-";282;"-";16;"Hero";77.98
"ACC";8;{"enchanted":false,"gvalue":0};"CRate";17;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":3};"row_206";206;37795500215;0;0;"Inventory";"Inventory";false;85.08;"Focus";1;6;12;"ATK flat";118;"HP flat";237;0;"-";10;"-";8;"-";"-";"-";"-";"-";8;17;"Hero";85.08
"CRate";11;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"ATK flat";19;{"enchanted":false,"gvalue":0};"";0;{};"row_207";207;37349342826;0;0;"Inventory";"Inventory";false;78.99;"Focus";2;6;9;"DEF%";38;"ATK%";8;0;"-";"-";19;"-";"-";"-";"-";22;"-";"-";11;"Hero";86.13
"DEF%";21;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"row_208";208;37857341219;0;0;"Inventory";"Inventory";false;75;"Focus";2;6;9;"HP%";38;"CDmg";7;0;7;"-";"-";8;"-";21;"-";"-";"-";"-";"-";"Hero";82.14
"SPD";18;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"row_209";209;37862709010;0;0;"Inventory";"Inventory";false;70.36;"Focus";2;6;9;"ATK%";38;"DEF flat";19;0;5;"-";"-";"-";"-";6;"-";"-";"-";18;"-";"Rare";77.5
"ACC";12;{"enchanted":false,"gvalue":0};"HP%";27;{"enchanted":false,"gvalue":4};"SPD";8;{"enchanted":false,"gvalue":4};"DEF flat";39;{"enchanted":true,"gvalue":18};"row_210";210;37490966477;0;0;"Inventory";"Inventory";false;92.13;"Focus";2;6;15;"DEF%";63;"CDmg";5;0;"-";"-";"-";12;"-";"-";39;27;"-";8;"-";"Hero";92.13
"CRate";9;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"ACC";22;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":true,"gvalue":7};"row_211";211;23726469984;0;0;"Inventory";"Inventory";false;87.12;"Focus";2;6;15;"SPD";42;"RES";6;0;"-";4;"-";22;13;"-";"-";"-";"-";"-";9;"Hero";87.12
"CRate";17;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":5};"ATK%";10;{"enchanted":true,"gvalue":4};"ACC";7;{"enchanted":false,"gvalue":0};"row_212";212;23599919143;0;0;"Inventory";"Inventory";false;87.84;"Focus";2;6;15;"SPD";42;"CDmg";5;0;"-";"-";"-";7;10;13;"-";"-";"-";"-";17;"Rare";87.84
"CRate";6;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":false,"gvalue":5};"row_213";213;25990094699;0;0;"Inventory";"Inventory";false;79.76;"Focus";2;6;15;"ATK%";63;"";0;0;"-";"-";"-";10;"-";10;"-";"-";"-";16;6;"Hero";79.76
"SPD";5;{"enchanted":false,"gvalue":0};"RES";19;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"DEF flat";14;{"enchanted":false,"gvalue":0};"row_214";214;37927347919;0;0;"Inventory";"Inventory";false;84.64;"Focus";2;6;12;"ATK%";47;"HP%";5;0;19;"-";"-";"-";"-";"-";14;"-";"-";5;16;"Legend";84.64
"RES";10;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"DEF flat";12;{"enchanted":false,"gvalue":0};"";0;{};"row_215";215;38630500202;0;0;"Inventory";"Inventory";false;73.27;"Focus";2;6;9;"HP%";38;"ACC";7;0;10;"-";"-";"-";"-";"-";12;"-";"-";17;"-";"Hero";80.42
"CDmg";7;{"enchanted":false,"gvalue":0};"ACC";17;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":3};"row_216";216;22163618221;0;0;"Inventory";"Inventory";false;85.12;"Focus";3;6;12;"DEF flat";118;"";0;0;5;7;"-";17;"-";"-";"-";"-";"-";19;"-";"Legend";85.12
"HP%";25;{"enchanted":false,"gvalue":5};"ACC";6;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_217";217;22565192432;0;0;"Inventory";"Inventory";false;80.65;"Focus";3;6;12;"DEF flat";118;"";0;0;6;"-";"-";6;"-";"-";"-";25;"-";10;"-";"Hero";80.65
"DEF%";14;{"enchanted":false,"gvalue":6};"CRate";16;{"enchanted":false,"gvalue":0};"ACC";21;{"enchanted":false,"gvalue":0};"HP flat";209;{"enchanted":false,"gvalue":0};"row_218";218;23725204803;0;0;"Inventory";"Inventory";false;88;"Focus";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";21;"-";14;"-";"-";209;"-";16;"Legend";88
"SPD";15;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"HP flat";364;{"enchanted":false,"gvalue":0};"";0;{};"row_219";219;31287043874;0;0;"Inventory";"Inventory";false;69.54;"Focus";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";"-";"-";14;"-";"-";364;15;"-";"Hero";76.68
"CRate";6;{"enchanted":true,"gvalue":0};"CDmg";20;{"enchanted":false,"gvalue":0};"DEF%";22;{"enchanted":false,"gvalue":6};"HP%";5;{"enchanted":false,"gvalue":0};"row_220";220;37139010779;0;0;"Inventory";"Inventory";false;89.23;"Focus";3;6;12;"DEF flat";118;"HP flat";195;0;"-";20;"-";"-";"-";22;"-";5;"-";"-";6;"Hero";89.23
"DEF%";13;{"enchanted":false,"gvalue":6};"ACC";14;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"HP%";19;{"enchanted":false,"gvalue":3};"row_221";221;37358305723;0;0;"Inventory";"Inventory";false;95.83;"Focus";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";14;"-";13;"-";19;"-";"-";16;"Legend";95.83
"HP%";13;{"enchanted":true,"gvalue":3};"SPD";22;{"enchanted":false,"gvalue":2};"DEF%";11;{"enchanted":false,"gvalue":5};"RES";5;{"enchanted":false,"gvalue":0};"row_222";222;37386532381;0;0;"Inventory";"Inventory";false;87.8;"Focus";3;6;12;"DEF flat";118;"";0;0;5;"-";"-";"-";"-";11;"-";13;"-";22;"-";"Hero";87.8
"DEF%";12;{"enchanted":true,"gvalue":5};"CRate";9;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":7};"SPD";19;{"enchanted":false,"gvalue":4};"row_223";223;37539068353;0;0;"Inventory";"Inventory";false;105.65;"Focus";3;6;12;"DEF flat";118;"ACC";7;0;"-";"-";"-";"-";"-";12;"-";22;"-";19;9;"Legend";105.65
"RES";20;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"row_224";224;26350055547;0;0;"Inventory";"Inventory";false;87.88;"Focus";3;6;15;"DEF flat";160;"HP flat";290;0;20;"-";"-";6;"-";"-";"-";"-";"-";6;16;"Legend";87.88
"HP%";13;{"enchanted":false,"gvalue":5};"HP flat";170;{"enchanted":false,"gvalue":0};"CDmg";23;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"row_225";225;31265196432;0;0;"Inventory";"Inventory";false;89.37;"Focus";3;6;12;"DEF flat";118;"RES";7;0;"-";23;"-";"-";"-";"-";"-";13;170;"-";9;"Legend";89.37
"SPD";10;{"enchanted":false,"gvalue":4};"CRate";17;{"enchanted":false,"gvalue":0};"HP%";26;{"enchanted":false,"gvalue":5};"DEF%";20;{"enchanted":true,"gvalue":10};"row_226";226;37981855217;0;0;"Inventory";"Inventory";false;108.93;"Focus";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";20;"-";26;"-";10;17;"Legend";108.93
"ACC";6;{"enchanted":false,"gvalue":0};"HP%";23;{"enchanted":false,"gvalue":3};"CDmg";5;{"enchanted":false,"gvalue":0};"CRate";17;{"enchanted":false,"gvalue":0};"row_227";227;22323949034;0;0;"Inventory";"Inventory";false;89.15;"Focus";3;6;15;"DEF flat";160;"HP flat";231;0;"-";5;"-";6;"-";"-";"-";23;"-";"-";17;"Legend";89.15
"CRate";5;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":0};"";0;{};"row_228";228;23526497915;0;0;"Inventory";"Inventory";false;69.35;"Focus";4;6;9;"HP%";38;"";0;0;"-";"-";"-";"-";20;11;"-";"-";"-";"-";5;"Hero";76.49
"ACC";12;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":6};"ATK%";18;{"enchanted":true,"gvalue":7};"row_229";229;22897416073;0;0;"Inventory";"Inventory";false;90.18;"Focus";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";12;18;"-";"-";11;"-";"-";15;"Hero";90.18
"HP%";6;{"enchanted":false,"gvalue":0};"SPD";23;{"enchanted":false,"gvalue":3};"DEF%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_230";230;37150351814;0;0;"Inventory";"Inventory";false;75.24;"Focus";4;6;9;"CRate";34;"ATK flat";13;0;"-";"-";"-";"-";"-";5;"-";6;"-";23;"-";"Hero";82.38
"ATK%";19;{"enchanted":false,"gvalue":6};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":3};"DEF flat";10;{"enchanted":false,"gvalue":0};"row_231";231;23738839742;0;0;"Inventory";"Inventory";false;80.65;"Focus";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";"-";19;"-";10;"-";"-";12;10;"Hero";80.65
"HP%";14;{"enchanted":false,"gvalue":0};"HP flat";166;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"row_232";232;36712207672;0;0;"Inventory";"Inventory";false;75.45;"Focus";4;6;12;"CDmg";59;"ATK flat";18;0;"-";"-";"-";"-";"-";"-";19;14;166;"-";16;"Hero";75.45
"HP flat";867;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_233";233;38627101335;0;0;"Inventory";"Inventory";false;71.71;"Focus";4;6;9;"CDmg";47;"DEF flat";12;0;"-";"-";"-";"-";"-";"-";"-";6;867;11;6;"Legend";78.85
"SPD";16;{"enchanted":false,"gvalue":0};"ATK flat";36;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_234";234;31077736149;0;0;"Inventory";"Inventory";false;80.83;"Focus";5;6;12;"HP flat";1800;"ATK%";5;0;"-";"-";36;4;"-";"-";"-";13;"-";16;"-";"Legend";80.83
"DEF%";17;{"enchanted":false,"gvalue":5};"CRate";10;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"DEF flat";13;{"enchanted":false,"gvalue":0};"row_235";235;31228998768;0;0;"Inventory";"Inventory";false;76.34;"Focus";5;6;12;"HP flat";1800;"";0;0;"-";11;"-";"-";"-";17;13;"-";"-";"-";10;"Hero";76.34
"ATK%";21;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"row_236";236;31278476882;0;0;"Inventory";"Inventory";false;83.21;"Focus";5;6;12;"HP flat";1800;"CDmg";6;0;8;"-";"-";"-";21;"-";"-";"-";"-";9;4;"Hero";83.21
"ATK%";29;{"enchanted":false,"gvalue":0};"DEF flat";12;{"enchanted":false,"gvalue":0};"ATK flat";27;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_237";237;37367936031;0;0;"Inventory";"Inventory";false;73.04;"Focus";5;6;12;"HP flat";1800;"";0;0;5;"-";27;"-";29;"-";12;"-";"-";"-";"-";"Legend";73.04
"HP%";29;{"enchanted":false,"gvalue":6};"ATK%";19;{"enchanted":false,"gvalue":6};"DEF%";14;{"enchanted":false,"gvalue":6};"SPD";9;{"enchanted":true,"gvalue":4};"row_238";238;37595442825;0;0;"Inventory";"Inventory";false;101.79;"Focus";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";19;14;"-";29;"-";9;"-";"Hero";101.79
"RES";6;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"";0;{};"row_239";239;37630081202;0;0;"Inventory";"Inventory";false;71.43;"Focus";5;6;9;"HP flat";1440;"";0;0;6;"-";"-";"-";"-";"-";"-";14;"-";15;"-";"Hero";78.57
"HP%";20;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"row_240";240;37877319752;0;0;"Inventory";"Inventory";false;78.27;"Focus";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";"-";5;"-";20;"-";11;6;"Hero";78.27
"DEF%";7;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"";0;{};"row_241";241;37971673578;0;0;"Inventory";"Inventory";false;80.57;"Focus";5;6;9;"HP flat";1440;"HP%";8;0;"-";18;"-";"-";"-";7;"-";"-";"-";"-";11;"Hero";87.71
"HP%";20;{"enchanted":false,"gvalue":7};"ATK%";24;{"enchanted":false,"gvalue":10};"CDmg";12;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":4};"row_242";242;38095186657;0;0;"Inventory";"Inventory";false;102.72;"Focus";5;6;12;"HP flat";1800;"CRate";5;0;"-";12;"-";"-";24;"-";"-";20;"-";8;"-";"Hero";102.72
